일자|시간|구분,공급량
2019-03-08 17 D,832.6796
2019-03-08 18 D,948.2521
2019-03-08 19 D,1182.366
2019-03-08 20 D,1228.9288
2019-03-08 21 D,1228.2919
2019-03-08 22 D,1196.6294
2019-03-08 23 D,1148.8134
2019-03-08 24 D,1052.2332
2019-03-09 01 D,855.9909
2019-03-09 02 D,729.0699
2019-03-09 03 D,662.9004
2019-03-09 04 D,719.6012
2019-03-09 05 D,830.48047
2019-03-09 06 D,887.20306
2019-03-09 07 D,1053.5808
2019-03-09 08 D,1245.4216
2019-03-09 09 D,1253.5332
2019-03-09 10 D,1173.941
2019-03-09 11 D,1125.3312
2019-03-09 12 D,996.9303
2019-03-09 13 D,915.57056
2019-03-09 14 D,844.7082
2019-03-09 15 D,798.57214
2019-03-09 16 D,794.3763
2019-03-09 17 D,813.264
2019-03-09 18 D,944.7566
2019-03-09 19 D,1168.8092
2019-03-09 20 D,1239.5162
2019-03-09 21 D,1198.2548
2019-03-09 22 D,1188.6152
2019-03-09 23 D,1113.4982
2019-03-09 24 D,1040.7684
2019-03-10 01 D,860.22797
2019-03-10 02 D,731.31616
2019-03-10 03 D,662.923
2019-03-10 04 D,719.6238
2019-03-10 05 D,845.3312
2019-03-10 06 D,885.75397
2019-03-10 07 D,1054.2192
2019-03-10 08 D,1246.06
2019-03-10 09 D,1253.4982
2019-03-10 10 D,1183.9618
2019-03-10 11 D,1133.0938
2019-03-10 12 D,997.9268
2019-03-10 13 D,920.99036
2019-03-10 14 D,843.3718
2019-03-10 15 D,797.2358
2019-03-10 16 D,793.0399
2019-03-10 17 D,811.9276
2019-03-10 18 D,944.61945
2019-03-10 19 D,1167.473
2019-03-10 20 D,1240.9603
2019-03-10 21 D,1201.4806
2019-03-10 22 D,1195.2982
2019-03-10 23 D,1150.7085
2019-03-10 24 D,1041.6926
2019-03-11 01 D,903.8055
2019-03-11 02 D,792.04584
2019-03-11 03 D,733.043
2019-03-11 04 D,766.3453
2019-03-11 05 D,870.9309
2019-03-11 06 D,929.3699
2019-03-11 07 D,1092.6361
2019-03-11 08 D,1285.1467
2019-03-11 09 D,1295.9042
2019-03-11 10 D,1256.808
2019-03-11 11 D,1186.7445
2019-03-11 12 D,1051.7174
2019-03-11 13 D,971.2651
2019-03-11 14 D,893.37634
2019-03-11 15 D,825.52075
2019-03-11 16 D,822.64087
2019-03-11 17 D,842.68286
2019-03-11 18 D,1027.7329
2019-03-11 19 D,1211.8807
2019-03-11 20 D,1305.1414
2019-03-11 21 D,1260.9768
2019-03-11 22 D,1266.4335
2019-03-11 23 D,1189.0026
2019-03-11 24 D,1087.1599
2019-03-12 01 D,880.87787
2019-03-12 02 D,752.0602
2019-03-12 03 D,685.8907
2019-03-12 04 D,725.0969
2019-03-12 05 D,851.97095
2019-03-12 06 D,896.6178
2019-03-12 07 D,1071.7831
2019-03-12 08 D,1261.3608
2019-03-12 09 D,1271.3623
2019-03-12 10 D,1196.3442
2019-03-12 11 D,1154.9001
2019-03-12 12 D,984.8516
2019-03-12 13 D,889.77246
2019-03-12 14 D,841.6508
2019-03-12 15 D,773.66516
2019-03-12 16 D,768.6704
2019-03-12 17 D,787.5581
2019-03-12 18 D,924.9535
2019-03-12 19 D,1181.7533
2019-03-12 20 D,1255.2406
2019-03-12 21 D,1226.5397
2019-03-12 22 D,1213.8173
2019-03-12 23 D,1139.0736
2019-03-12 24 D,1035.9911
2019-03-13 01 D,876.6186
2019-03-13 02 D,747.8456
2019-03-13 03 D,676.30225
2019-03-13 04 D,712.1937
2019-03-13 05 D,829.299
2019-03-13 06 D,897.9852
2019-03-13 07 D,1061.0619
2019-03-13 08 D,1250.6395
2019-03-13 09 D,1265.9508
2019-03-13 10 D,1199.504
2019-03-13 11 D,1157.6865
2019-03-13 12 D,974.4888
2019-03-13 13 D,882.08484
2019-03-13 14 D,807.15295
2019-03-13 15 D,768.9501
2019-03-13 16 D,763.59094
2019-03-13 17 D,781.6036
2019-03-13 18 D,882.1615
2019-03-13 19 D,1115.4346
2019-03-13 20 D,1255.4799
2019-03-13 21 D,1204.6943
2019-03-13 22 D,1190.6478
2019-03-13 23 D,1132.146
2019-03-13 24 D,1029.0635
2019-03-14 01 D,855.9172
2019-03-14 02 D,727.911
2019-03-14 03 D,657.26044
2019-03-14 04 D,693.1519
2019-03-14 05 D,810.2572
2019-03-14 06 D,878.9434
2019-03-14 07 D,1045.7151
2019-03-14 08 D,1233.633
2019-03-14 09 D,1245.2494
2019-03-14 10 D,1174.5433
2019-03-14 11 D,1136.9851
2019-03-14 12 D,957.2887
2019-03-14 13 D,848.3458
2019-03-14 14 D,793.86
2019-03-14 15 D,735.38635
2019-03-14 16 D,730.0272
2019-03-14 17 D,746.5091
2019-03-14 18 D,867.92786
2019-03-14 19 D,1100.6112
2019-03-14 20 D,1238.6093
2019-03-14 21 D,1180.1412
2019-03-14 22 D,1160.0958
2019-03-14 23 D,1107.8995
2019-03-14 24 D,1005.1903
2019-03-15 01 D,840.5079
2019-03-15 02 D,712.47943
2019-03-15 03 D,643.7975
2019-03-15 04 D,680.11334
2019-03-15 05 D,797.24097
2019-03-15 06 D,849.7864
2019-03-15 07 D,1018.9978
2019-03-15 08 D,1205.9514
2019-03-15 09 D,1223.9083
2019-03-15 10 D,1147.1719
2019-03-15 11 D,1088.2542
2019-03-15 12 D,904.51953
2019-03-15 13 D,820.26605
2019-03-15 14 D,751.56665
2019-03-15 15 D,699.3737
2019-03-15 16 D,694.0146
2019-03-15 17 D,702.1169
2019-03-15 18 D,833.23083
2019-03-15 19 D,1025.1849
2019-03-15 20 D,1135.0142
2019-03-15 21 D,1143.7588
2019-03-15 22 D,1131.0879
2019-03-15 23 D,1072.4879
2019-03-15 24 D,976.0841
2019-03-16 01 D,814.6235
2019-03-16 02 D,681.30304
2019-03-16 03 D,604.9435
2019-03-16 04 D,623.66864
2019-03-16 05 D,754.17065
2019-03-16 06 D,796.89056
2019-03-16 07 D,971.2805
2019-03-16 08 D,1150.7257
2019-03-16 09 D,1148.1868
2019-03-16 10 D,1062.4327
2019-03-16 11 D,946.9283
2019-03-16 12 D,793.5048
2019-03-16 13 D,740.2581
2019-03-16 14 D,698.4127
2019-03-16 15 D,659.581
2019-03-16 16 D,654.5327
2019-03-16 17 D,662.63513
2019-03-16 18 D,755.8502
2019-03-16 19 D,935.7593
2019-03-16 20 D,1029.7529
2019-03-16 21 D,1004.41956
2019-03-16 22 D,995.863
2019-03-16 23 D,965.4495
2019-03-16 24 D,864.33435
2019-03-17 01 D,801.91656
2019-03-17 02 D,679.1148
2019-03-17 03 D,594.19727
2019-03-17 04 D,613.74725
2019-03-17 05 D,727.5112
2019-03-17 06 D,771.13214
2019-03-17 07 D,941.15784
2019-03-17 08 D,1120.6031
2019-03-17 09 D,1113.354
2019-03-17 10 D,1054.1705
2019-03-17 11 D,914.1488
2019-03-17 12 D,784.8854
2019-03-17 13 D,733.03143
2019-03-17 14 D,707.2107
2019-03-17 15 D,652.3543
2019-03-17 16 D,647.306
2019-03-17 17 D,655.40845
2019-03-17 18 D,764.6483
2019-03-17 19 D,928.5326
2019-03-17 20 D,1022.52637
2019-03-17 21 D,998.6449
2019-03-17 22 D,988.6363
2019-03-17 23 D,956.26904
2019-03-17 24 D,855.1539
2019-03-18 01 D,801.3724
2019-03-18 02 D,655.7739
2019-03-18 03 D,583.469
2019-03-18 04 D,596.76154
2019-03-18 05 D,725.40283
2019-03-18 06 D,769.8587
2019-03-18 07 D,944.24866
2019-03-18 08 D,1123.694
2019-03-18 09 D,1123.0933
2019-03-18 10 D,1034.3591
2019-03-18 11 D,905.2563
2019-03-18 12 D,774.57544
2019-03-18 13 D,715.3619
2019-03-18 14 D,683.50116
2019-03-18 15 D,643.8055
2019-03-18 16 D,638.44635
2019-03-18 17 D,646.54877
2019-03-18 18 D,736.7891
2019-03-18 19 D,927.2585
2019-03-18 20 D,998.45325
2019-03-18 21 D,984.6543
2019-03-18 22 D,1015.2848
2019-03-18 23 D,958.3485
2019-03-18 24 D,890.7676
2019-03-19 01 D,767.4879
2019-03-19 02 D,624.13257
2019-03-19 03 D,551.14746
2019-03-19 04 D,571.3162
2019-03-19 05 D,696.65234
2019-03-19 06 D,735.6016
2019-03-19 07 D,916.7309
2019-03-19 08 D,1096.1759
2019-03-19 09 D,1095.5752
2019-03-19 10 D,986.85034
2019-03-19 11 D,834.4416
2019-03-19 12 D,719.00934
2019-03-19 13 D,656.1705
2019-03-19 14 D,630.2088
2019-03-19 15 D,592.5921
2019-03-19 16 D,587.233
2019-03-19 17 D,595.3353
2019-03-19 18 D,685.57574
2019-03-19 19 D,855.1164
2019-03-19 20 D,947.5524
2019-03-19 21 D,936.99854
2019-03-19 22 D,949.2391
2019-03-19 23 D,897.9996
2019-03-19 24 D,812.43097
2019-03-20 01 D,745.62854
2019-03-20 02 D,605.636
2019-03-20 03 D,529.365
2019-03-20 04 D,560.3589
2019-03-20 05 D,678.4883
2019-03-20 06 D,737.3811
2019-03-20 07 D,908.7261
2019-03-20 08 D,1088.1711
2019-03-20 09 D,1086.5515
2019-03-20 10 D,1004.98425
2019-03-20 11 D,822.0268
2019-03-20 12 D,708.06616
2019-03-20 13 D,663.1197
2019-03-20 14 D,625.12463
2019-03-20 15 D,581.4679
2019-03-20 16 D,576.10876
2019-03-20 17 D,584.2111
2019-03-20 18 D,681.1204
2019-03-20 19 D,862.399
2019-03-20 20 D,936.79535
2019-03-20 21 D,976.63446
2019-03-20 22 D,939.46985
2019-03-20 23 D,921.5994
2019-03-20 24 D,809.34656
2019-03-21 01 D,733.6295
2019-03-21 02 D,594.0615
2019-03-21 03 D,518.50854
2019-03-21 04 D,549.50244
2019-03-21 05 D,665.3244
2019-03-21 06 D,724.2172
2019-03-21 07 D,896.5944
2019-03-21 08 D,1076.0394
2019-03-21 09 D,1084.4548
2019-03-21 10 D,1003.09796
2019-03-21 11 D,805.1421
2019-03-21 12 D,735.1423
2019-03-21 13 D,644.09564
2019-03-21 14 D,618.134
2019-03-21 15 D,580.5173
2019-03-21 16 D,575.15814
2019-03-21 17 D,583.2605
2019-03-21 18 D,673.5009
2019-03-21 19 D,844.4831
2019-03-21 20 D,937.4893
2019-03-21 21 D,927.7739
2019-03-21 22 D,941.2137
2019-03-21 23 D,937.9448
2019-03-21 24 D,812.99194
2019-03-22 01 D,733.7836
2019-03-22 02 D,592.7844
2019-03-22 03 D,517.76166
2019-03-22 04 D,549.65656
2019-03-22 05 D,665.10516
2019-03-22 06 D,706.4315
2019-03-22 07 D,888.593
2019-03-22 08 D,1068.0378
2019-03-22 09 D,1076.4532
2019-03-22 10 D,1008.3539
2019-03-22 11 D,812.71124
2019-03-22 12 D,723.7851
2019-03-22 13 D,644.24976
2019-03-22 14 D,618.2881
2019-03-22 15 D,580.6714
2019-03-22 16 D,575.31226
2019-03-22 17 D,583.4146
2019-03-22 18 D,673.655
2019-03-22 19 D,844.6372
2019-03-22 20 D,937.64343
2019-03-22 21 D,927.92804
2019-03-22 22 D,940.1686
2019-03-22 23 D,916.6123
2019-03-22 24 D,814.0681
2019-03-23 01 D,730.9615
2019-03-23 02 D,593.2009
2019-03-23 03 D,519.80914
2019-03-23 04 D,548.3371
2019-03-23 05 D,665.52167
2019-03-23 06 D,702.13226
2019-03-23 07 D,884.29376
2019-03-23 08 D,1063.7384
2019-03-23 09 D,1072.6833
2019-03-23 10 D,973.32666
2019-03-23 11 D,813.2657
2019-03-23 12 D,706.2616
2019-03-23 13 D,645.20844
2019-03-23 14 D,619.8642
2019-03-23 15 D,581.63007
2019-03-23 16 D,576.27094
2019-03-23 17 D,584.3733
2019-03-23 18 D,674.6137
2019-03-23 19 D,821.2164
2019-03-23 20 D,916.4858
2019-03-23 21 D,908.1493
2019-03-23 22 D,941.3315
2019-03-23 23 D,897.92487
2019-03-23 24 D,805.6021
2019-03-24 01 D,730.1167
2019-03-24 02 D,591.8621
2019-03-24 03 D,518.47034
2019-03-24 04 D,540.3192
2019-03-24 05 D,662.4469
2019-03-24 06 D,700.79346
2019-03-24 07 D,882.95496
2019-03-24 08 D,1062.3998
2019-03-24 09 D,1071.6377
2019-03-24 10 D,969.92566
2019-03-24 11 D,812.4366
2019-03-24 12 D,705.4325
2019-03-24 13 D,645.20844
2019-03-24 14 D,619.8642
2019-03-24 15 D,581.63007
2019-03-24 16 D,578.9391
2019-03-24 17 D,587.04144
2019-03-24 18 D,674.6137
2019-03-24 19 D,821.2164
2019-03-24 20 D,918.44586
2019-03-24 21 D,907.1535
2019-03-24 22 D,940.3357
2019-03-24 23 D,896.9291
2019-03-24 24 D,804.04944
2019-03-25 01 D,733.12213
2019-03-25 02 D,592.5542
2019-03-25 03 D,519.1624
2019-03-25 04 D,547.69037
2019-03-25 05 D,664.87494
2019-03-25 06 D,701.17804
2019-03-25 07 D,882.7874
2019-03-25 08 D,1062.2957
2019-03-25 09 D,1071.7292
2019-03-25 10 D,973.3049
2019-03-25 11 D,813.138
2019-03-25 12 D,705.9541
2019-03-25 13 D,644.90094
2019-03-25 14 D,618.9393
2019-03-25 15 D,581.3226
2019-03-25 16 D,575.96344
2019-03-25 17 D,584.0658
2019-03-25 18 D,674.3062
2019-03-25 19 D,820.9089
2019-03-25 20 D,919.62946
2019-03-25 21 D,910.9098
2019-03-25 22 D,944.092
2019-03-25 23 D,897.31366
2019-03-25 24 D,804.434
2019-03-26 01 D,702.793
2019-03-26 02 D,561.8796
2019-03-26 03 D,524.44635
2019-03-26 04 D,540.30396
2019-03-26 05 D,656.53125
2019-03-26 06 D,691.20337
2019-03-26 07 D,862.32166
2019-03-26 08 D,1041.8298
2019-03-26 09 D,1051.6123
2019-03-26 10 D,935.18085
2019-03-26 11 D,788.8448
2019-03-26 12 D,672.32886
2019-03-26 13 D,637.76807
2019-03-26 14 D,601.8217
2019-03-26 15 D,573.723
2019-03-26 16 D,568.15186
2019-03-26 17 D,575.5781
2019-03-26 18 D,659.18066
2019-03-26 19 D,817.2773
2019-03-26 20 D,888.82635
2019-03-26 21 D,893.9669
2019-03-26 22 D,851.75977
2019-03-26 23 D,820.5732
2019-03-26 24 D,761.76697
2019-03-27 01 D,687.6407
2019-03-27 02 D,570.96716
2019-03-27 03 D,488.05014
2019-03-27 04 D,544.5155
2019-03-27 05 D,654.55054
2019-03-27 06 D,690.85364
2019-03-27 07 D,855.5808
2019-03-27 08 D,1017.69
2019-03-27 09 D,1021.4352
2019-03-27 10 D,878.1812
2019-03-27 11 D,778.83936
2019-03-27 12 D,667.35443
2019-03-27 13 D,631.5417
2019-03-27 14 D,605.11456
2019-03-27 15 D,562.40265
2019-03-27 16 D,556.8315
2019-03-27 17 D,564.6977
2019-03-27 18 D,653.0137
2019-03-27 19 D,799.11005
2019-03-27 20 D,864.8975
2019-03-27 21 D,862.3449
2019-03-27 22 D,844.9506
2019-03-27 23 D,787.8633
2019-03-27 24 D,701.9879
2019-03-28 01 D,638.0974
2019-03-28 02 D,545.13245
2019-03-28 03 D,466.8949
2019-03-28 04 D,507.26276
2019-03-28 05 D,626.2006
2019-03-28 06 D,662.04083
2019-03-28 07 D,812.4045
2019-03-28 08 D,962.1904
2019-03-28 09 D,966.39905
2019-03-28 10 D,810.1881
2019-03-28 11 D,738.00256
2019-03-28 12 D,660.06244
2019-03-28 13 D,615.51697
2019-03-28 14 D,605.11456
2019-03-28 15 D,562.40265
2019-03-28 16 D,556.8315
2019-03-28 17 D,564.6977
2019-03-28 18 D,649.98157
2019-03-28 19 D,786.37085
2019-03-28 20 D,841.0114
2019-03-28 21 D,826.31805
2019-03-28 22 D,800.8544
2019-03-28 23 D,753.453
2019-03-28 24 D,648.1552
2019-03-29 01 D,691.3691
2019-03-29 02 D,550.79724
2019-03-29 03 D,474.5765
2019-03-29 04 D,532.1809
2019-03-29 05 D,637.04767
2019-03-29 06 D,672.8879
2019-03-29 07 D,820.02075
2019-03-29 08 D,969.8067
2019-03-29 09 D,973.4047
2019-03-29 10 D,835.18506
2019-03-29 11 D,737.19745
2019-03-29 12 D,653.66473
2019-03-29 13 D,609.11926
2019-03-29 14 D,598.71686
2019-03-29 15 D,556.00494
2019-03-29 16 D,550.4338
2019-03-29 17 D,557.8085
2019-03-29 18 D,643.09235
2019-03-29 19 D,779.4816
2019-03-29 20 D,839.7148
2019-03-29 21 D,819.547
2019-03-29 22 D,816.15106
2019-03-29 23 D,752.1564
2019-03-29 24 D,669.17914
2019-03-30 01 D,685.99786
2019-03-30 02 D,545.426
2019-03-30 03 D,469.20517
2019-03-30 04 D,526.8097
2019-03-30 05 D,631.21356
2019-03-30 06 D,667.51666
2019-03-30 07 D,813.459
2019-03-30 08 D,963.24493
2019-03-30 09 D,966.84296
2019-03-30 10 D,874.33514
2019-03-30 11 D,731.08167
2019-03-30 12 D,648.60376
2019-03-30 13 D,606.817
2019-03-30 14 D,596.4146
2019-03-30 15 D,553.7027
2019-03-30 16 D,548.564
2019-03-30 17 D,555.616
2019-03-30 18 D,640.8999
2019-03-30 19 D,793.31396
2019-03-30 20 D,836.6183
2019-03-30 21 D,816.4505
2019-03-30 22 D,823.38
2019-03-30 23 D,749.6008
2019-03-30 24 D,666.6236
2019-03-31 01 D,718.9285
2019-03-31 02 D,567.5209
2019-03-31 03 D,518.42694
2019-03-31 04 D,548.7115
2019-03-31 05 D,663.37933
2019-03-31 06 D,701.14514
2019-03-31 07 D,855.6588
2019-03-31 08 D,1022.73834
2019-03-31 09 D,1029.5151
2019-03-31 10 D,933.71106
2019-03-31 11 D,778.1302
2019-03-31 12 D,678.94434
2019-03-31 13 D,629.1508
2019-03-31 14 D,602.3027
2019-03-31 15 D,549.1814
2019-03-31 16 D,544.5656
2019-03-31 17 D,551.6176
2019-03-31 18 D,639.48706
2019-03-31 19 D,790.0284
2019-03-31 20 D,858.78394
2019-03-31 21 D,841.1117
2019-03-31 22 D,842.46893
2019-03-31 23 D,764.56134
2019-03-31 24 D,671.83746
2019-01-01 01 E,2526.8762
2019-01-01 02 E,2128.7725
2019-01-01 03 E,1959.8318
2019-01-01 04 E,2003.4146
2019-01-01 05 E,2273.409
2019-01-01 06 E,2351.7947
2019-01-01 07 E,2620.9585
2019-01-01 08 E,2996.864
2019-01-01 09 E,3091.451
2019-01-01 10 E,3089.9163
2019-01-01 11 E,3029.5515
2019-01-01 12 E,2758.3665
2019-01-01 13 E,2484.11
2019-01-01 14 E,2341.809
2019-01-01 15 E,2274.2493
2019-01-01 16 E,2269.7744
2019-01-01 17 E,2345.6887
2019-01-01 18 E,2679.212
2019-01-01 19 E,3164.934
2019-01-01 20 E,3240.9302
2019-01-01 21 E,3213.437
2019-01-01 22 E,3175.2705
2019-01-01 23 E,3062.8403
2019-01-01 24 E,2851.058
2019-01-02 01 E,2595.214
2019-01-02 02 E,2262.247
2019-01-02 03 E,2112.5781
2019-01-02 04 E,2138.951
2019-01-02 05 E,2347.0117
2019-01-02 06 E,2540.6558
2019-01-02 07 E,2852.5889
2019-01-02 08 E,3285.9587
2019-01-02 09 E,3334.1904
2019-01-02 10 E,3276.0876
2019-01-02 11 E,3250.8115
2019-01-02 12 E,2890.8562
2019-01-02 13 E,2604.3137
2019-01-02 14 E,2503.8328
2019-01-02 15 E,2438.4473
2019-01-02 16 E,2434.9512
2019-01-02 17 E,2517.176
2019-01-02 18 E,2822.2778
2019-01-02 19 E,3281.656
2019-01-02 20 E,3408.0632
2019-01-02 21 E,3420.1355
2019-01-02 22 E,3373.6057
2019-01-02 23 E,3203.733
2019-01-02 24 E,2985.5354
2019-01-03 01 E,2777.5842
2019-01-03 02 E,2399.199
2019-01-03 03 E,2350.1438
2019-01-03 04 E,2384.6572
2019-01-03 05 E,2602.4575
2019-01-03 06 E,2738.4336
2019-01-03 07 E,3050.367
2019-01-03 08 E,3493.119
2019-01-03 09 E,3531.873
2019-01-03 10 E,3471.2732
2019-01-03 11 E,3374.2913
2019-01-03 12 E,3103.4832
2019-01-03 13 E,2755.3784
2019-01-03 14 E,2695.1814
2019-01-03 15 E,2545.3994
2019-01-03 16 E,2541.9033
2019-01-03 17 E,2637.0508
2019-01-03 18 E,3042.1433
2019-01-03 19 E,3509.889
2019-01-03 20 E,3607.6624
2019-01-03 21 E,3708.2405
2019-01-03 22 E,3628.8132
2019-01-03 23 E,3429.822
2019-01-03 24 E,3192.3472
2019-01-04 01 E,2613.391
2019-01-04 02 E,2255.7708
2019-01-04 03 E,2104.5095
2019-01-04 04 E,2165.0469
2019-01-04 05 E,2367.4497
2019-01-04 06 E,2500.0466
2019-01-04 07 E,2875.5237
2019-01-04 08 E,3327.363
2019-01-04 09 E,3390.9045
2019-01-04 10 E,3320.9705
2019-01-04 11 E,3210.831
2019-01-04 12 E,2877.3977
2019-01-04 13 E,2598.4282
2019-01-04 14 E,2536.998
2019-01-04 15 E,2472.1821
2019-01-04 16 E,2468.686
2019-01-04 17 E,2552.55
2019-01-04 18 E,2860.1367
2019-01-04 19 E,3326.1367
2019-01-04 20 E,3416.942
2019-01-04 21 E,3446.373
2019-01-04 22 E,3327.3313
2019-01-04 23 E,3220.6433
2019-01-04 24 E,3015.7844
2019-01-05 01 E,2574.9807
2019-01-05 02 E,2160.7483
2019-01-05 03 E,2070.8547
2019-01-05 04 E,2098.1416
2019-01-05 05 E,2355.1245
2019-01-05 06 E,2479.4092
2019-01-05 07 E,2855.2383
2019-01-05 08 E,3340.9888
2019-01-05 09 E,3403.7166
2019-01-05 10 E,3338.2478
2019-01-05 11 E,3155.2415
2019-01-05 12 E,2907.0476
2019-01-05 13 E,2623.0847
2019-01-05 14 E,2520.075
2019-01-05 15 E,2381.6455
2019-01-05 16 E,2377.1707
2019-01-05 17 E,2456.8208
2019-01-05 18 E,2873.4492
2019-01-05 19 E,3325.1814
2019-01-05 20 E,3388.3367
2019-01-05 21 E,3435.3032
2019-01-05 22 E,3332.8423
2019-01-05 23 E,3178.1443
2019-01-05 24 E,2958.8416
2019-01-06 01 E,2556.5913
2019-01-06 02 E,2183.7666
2019-01-06 03 E,2029.2772
2019-01-06 04 E,2051.6113
2019-01-06 05 E,2324.4106
2019-01-06 06 E,2449.375
2019-01-06 07 E,2803.8743
2019-01-06 08 E,3254.9368
2019-01-06 09 E,3329.788
2019-01-06 10 E,3263.967
2019-01-06 11 E,3146.7822
2019-01-06 12 E,2838.1487
2019-01-06 13 E,2590.6394
2019-01-06 14 E,2457.194
2019-01-06 15 E,2376.6814
2019-01-06 16 E,2372.2065
2019-01-06 17 E,2451.8567
2019-01-06 18 E,2794.9348
2019-01-06 19 E,3289.0933
2019-01-06 20 E,3367.5422
2019-01-06 21 E,3333.074
2019-01-06 22 E,3226.0493
2019-01-06 23 E,3074.0925
2019-01-06 24 E,2912.073
2019-01-07 01 E,2605.7456
2019-01-07 02 E,2270.1233
2019-01-07 03 E,2130.6145
2019-01-07 04 E,2156.019
2019-01-07 05 E,2387.3105
2019-01-07 06 E,2511.5952
2019-01-07 07 E,2883.179
2019-01-07 08 E,3339.8928
2019-01-07 09 E,3411.6187
2019-01-07 10 E,3341.3538
2019-01-07 11 E,3238.2148
2019-01-07 12 E,2919.247
2019-01-07 13 E,2633.5396
2019-01-07 14 E,2529.7036
2019-01-07 15 E,2424.9187
2019-01-07 16 E,2421.4226
2019-01-07 17 E,2501.0728
2019-01-07 18 E,2894.844
2019-01-07 19 E,3336.1636
2019-01-07 20 E,3401.905
2019-01-07 21 E,3435.4072
2019-01-07 22 E,3362.0293
2019-01-07 23 E,3182.1782
2019-01-07 24 E,2962.8755
2019-01-08 01 E,2551.4426
2019-01-08 02 E,2166.9534
2019-01-08 03 E,2020.9943
2019-01-08 04 E,2049.533
2019-01-08 05 E,2319.5767
2019-01-08 06 E,2444.3174
2019-01-08 07 E,2798.8167
2019-01-08 08 E,3247.9573
2019-01-08 09 E,3321.5403
2019-01-08 10 E,3182.452
2019-01-08 11 E,3082.9138
2019-01-08 12 E,2826.3875
2019-01-08 13 E,2537.9856
2019-01-08 14 E,2431.3145
2019-01-08 15 E,2336.9106
2019-01-08 16 E,2329.8875
2019-01-08 17 E,2402.8018
2019-01-08 18 E,2769.5825
2019-01-08 19 E,3267.2024
2019-01-08 20 E,3313.5745
2019-01-08 21 E,3327.5322
2019-01-08 22 E,3220.5076
2019-01-08 23 E,3132.424
2019-01-08 24 E,2957.019
2019-01-09 01 E,2588.1655
2019-01-09 02 E,2195.8428
2019-01-09 03 E,2118.671
2019-01-09 04 E,2177.1714
2019-01-09 05 E,2390.5073
2019-01-09 06 E,2513.0002
2019-01-09 07 E,2884.232
2019-01-09 08 E,3337.296
2019-01-09 09 E,3406.677
2019-01-09 10 E,3328.4902
2019-01-09 11 E,3219.296
2019-01-09 12 E,2898.183
2019-01-09 13 E,2604.3003
2019-01-09 14 E,2464.618
2019-01-09 15 E,2366.3208
2019-01-09 16 E,2361.846
2019-01-09 17 E,2441.496
2019-01-09 18 E,2844.5737
2019-01-09 19 E,3310.5674
2019-01-09 20 E,3376.3088
2019-01-09 21 E,3455.0762
2019-01-09 22 E,3331.4639
2019-01-09 23 E,3233.6726
2019-01-09 24 E,3011.5474
2019-01-10 01 E,2589.1526
2019-01-10 02 E,2196.8298
2019-01-10 03 E,2119.6582
2019-01-10 04 E,2176.1416
2019-01-10 05 E,2389.4775
2019-01-10 06 E,2511.9707
2019-01-10 07 E,2883.2024
2019-01-10 08 E,3338.76
2019-01-10 09 E,3414.8867
2019-01-10 10 E,3336.7
2019-01-10 11 E,3254.8767
2019-01-10 12 E,2913.208
2019-01-10 13 E,2621.4976
2019-01-10 14 E,2521.4202
2019-01-10 15 E,2383.518
2019-01-10 16 E,2379.0432
2019-01-10 17 E,2458.6934
2019-01-10 18 E,2877.0222
2019-01-10 19 E,3325.4573
2019-01-10 20 E,3391.1987
2019-01-10 21 E,3461.5996
2019-01-10 22 E,3334.963
2019-01-10 23 E,3208.9526
2019-01-10 24 E,3013.9521
2019-01-11 01 E,2599.5803
2019-01-11 02 E,2207.3174
2019-01-11 03 E,2117.6938
2019-01-11 04 E,2177.564
2019-01-11 05 E,2407.8167
2019-01-11 06 E,2534.4739
2019-01-11 07 E,2905.244
2019-01-11 08 E,3371.0244
2019-01-11 09 E,3452.7373
2019-01-11 10 E,3380.799
2019-01-11 11 E,3226.4165
2019-01-11 12 E,2957.4749
2019-01-11 13 E,2627.2363
2019-01-11 14 E,2495.172
2019-01-11 15 E,2419.6938
2019-01-11 16 E,2415.219
2019-01-11 17 E,2499.3396
2019-01-11 18 E,2841.0493
2019-01-11 19 E,3330.275
2019-01-11 20 E,3405.888
2019-01-11 21 E,3368.0583
2019-01-11 22 E,3316.561
2019-01-11 23 E,3200.683
2019-01-11 24 E,2985.2568
2019-01-12 01 E,2620.5054
2019-01-12 02 E,2196.7888
2019-01-12 03 E,2078.5935
2019-01-12 04 E,2101.5105
2019-01-12 05 E,2311.7402
2019-01-12 06 E,2452.7996
2019-01-12 07 E,2781.9421
2019-01-12 08 E,3234.103
2019-01-12 09 E,3293.3066
2019-01-12 10 E,3240.0105
2019-01-12 11 E,3171.6013
2019-01-12 12 E,2859.5122
2019-01-12 13 E,2539.534
2019-01-12 14 E,2506.8835
2019-01-12 15 E,2412.4155
2019-01-12 16 E,2405.3923
2019-01-12 17 E,2474.853
2019-01-12 18 E,2841.2104
2019-01-12 19 E,3297.0479
2019-01-12 20 E,3380.7266
2019-01-12 21 E,3358.9993
2019-01-12 22 E,3285.5637
2019-01-12 23 E,3136.6538
2019-01-12 24 E,2947.088
2019-01-13 01 E,2629.4365
2019-01-13 02 E,2243.82
2019-01-13 03 E,2104.7686
2019-01-13 04 E,2135.5593
2019-01-13 05 E,2355.128
2019-01-13 06 E,2530.8384
2019-01-13 07 E,2883.6804
